名称,所在地_連結表記,所在地_都道府県,所在地_市区町村,緯度,経度,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL
わいち交流サロン どっこら処,石川県輪島市河井町4部45番地2,石川県,輪島市,37.395133,136.904834,,,,,,928-0001,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,8:00,18:00,1階は8:00～18:00(冬季は8:00～17:00)、2階は8:00～21:00（※要予約）,市民と観光客等の相互交流及び情報交換を目的とした「交流サロン」,有,無,無,有,スロープ有,無,無,有,無,無,無,無,無,無,有,無,有,https://www.city.wajima.ishikawa.jp/docs/2021061100018/
交流サロン 千舟蔵,石川県輪島市鳳至町上町86番地1,石川県,輪島市,37.396227,136.897595,0768-22-9633,,makie9633@gmail.com,,,928-0077,2.00002E+12,輪島市,月・火・水・木・金曜日,13:30,16:30,1階は13:30～16:30、2階は利用時間要予約;休館日は祝日、年末年始,市民と観光客等の相互交流及び情報交換を目的とした「交流サロン」,無,無,無,無,スロープ有,無,無,有,無,有,無,無,無,無,有,無,有,https://www.city.wajima.ishikawa.jp/docs/2021061100018/
輪島市女性センター,石川県輪島市鳳至町石浦町83番地1,石川県,輪島市,37.398486,136.896899,0768-22-7620,,ko-fugeshi@po.city.wajima.ishikawa.jp,,,928-0076,2.00002E+12,輪島市,火・水・木・金・土・日曜日,9:00,21:00,月曜日、祝日、12/29～1/3は休館;施設利用者がいない場合、平日の17:00以降及び土・日曜日は施錠,講習室、軽運動室、調理実習室、談話室があり、料金は条例にて規定;鳳至公民館として利用する場合は利用規定（利用可能日・利用可能時間・料金等）が異なります,有,有,無,有,スロープ有,無,無,有,無,有,無,無,無,無,有,無,有,
観音町地域交流センター（観音町修養館）,石川県輪島市河井町5部265番地甲・乙,石川県,輪島市,37.394208,136.907977,0768-23-1156,,,,,928-0001,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,0:00,23:59,利用する際は鍵を管理している地元町内会への連絡が必要です,大正～昭和にかけて遊郭として営業していた花街の様相を今日に残す市の景観重要建造物;現在は、地域住民による交流センターとして活用しています,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,
市ノ坂地域交流センター,石川県輪島市三井町市ノ坂150番地,石川県,輪島市,37.294496,136.895483,,,kankyou@city.wajima.lg.jp,,,929-2373,2.00002E+12,輪島市,通常は施錠、必要時のみ開錠。,,,地域住民が、事前に予約をして利用,,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,
輪島市阿岸コンベンションホール,石川県輪島市門前町南ナの17番地,石川県,輪島市,37.255435,136.733154,0768-43-1063,,ko-agishi@po.city.wajima.ishikawa.jp,,,927-2365,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,9:00,22:00,12/29～1/3は休館;施設利用者がいない場合は、平日の17:00以降及び土・日・祝日は施錠,会議室、実習室、集会室があり、条例に規定する事業に使用する際は利用無料（ただし、冷暖房利用料金のみ徴収）;阿岸公民館として利用,有,無,無,有,スロープ有,無,読上げ支援有,有,無,有,無,無,無,無,有,無,有,
輪島市あすなろ交流館,石川県輪島市門前町浦上8の58番地,石川県,輪島市,37.305769,136.797614,0768-42-0558,,ko-urakami@po.city.wajima.ishikawa.jp,,,927-2102,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,9:00,22:00,12/29～1/3は休館;施設利用者がいない場合は、平日の17:00以降及び土・日・祝日は施錠,門前町浦上で発見された1900万年前のワニの足跡化石のレプリカを設置しています,有,無,無,有,スロープ有,無,無,有,無,有,無,無,無,無,有,無,無,
舳倉島開発総合センター,石川県輪島市海士町所属舳倉島出邑山1番4,石川県,輪島市,37.85056,136.918113,0768-23-1113,,,,,928-0072,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,8:30,21:00,センターの利用は、事前に輪島市企画振興部企画課へ「舳倉島開発総合センター使用許可申請書」を提出し、同許可決定通知書を受けた者に限ります,,無,無,無,無,無,無,無,一部有,無,一部有,無,無,無,無,有,無,有,
三井地区交流広場,石川県輪島市三井町長沢1-20-2,石川県,輪島市,37.315017,136.901606,,,kanri@city.wajima.lg.jp,,,929-2379,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,0:00,23:59,終日利用可能;ただし、休憩室は三井地区で管理している,,有,無,無,有,無,無,無,有,無,無,無,無,無,無,有,無,無,
青葉ケ丘住宅 集会所,石川県輪島市河井町7部10番地2,石川県,輪島市,37.391992,136.913567,0768-23-1156,,,,,928-0001,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,0:00,23:59,利用する際は鍵を管理している地元町内会への連絡が必要です,青葉ケ丘住宅の住民のための集会所,無,無,無,無,無,無,無,無,無,無,有,無,無,無,有,無,無,
久手川住宅 集会所,石川県輪島市久手川町石田144番地,石川県,輪島市,37.389236,136.923529,0768-23-1156,,,,,928-0002,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,0:00,23:59,利用する際は鍵を管理している地元町内会への連絡が必要です,久手川住宅の住民のための集会所,無,無,無,無,無,無,無,無,無,無,有,無,無,無,有,無,無,
東山地区集会所,石川県輪島市東山町ニ-6,石川県,輪島市,37.405138,137.032174,,,kanri@city.wajima.lg.jp,,,928-0245,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,0:00,23:59,利用の際は区長の許可が必要,,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,
広岡住宅 集会所,石川県輪島市門前町広岡7の1番地,石川県,輪島市,37.283535,136.762419,,,,,,927-2174,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,0:00,23:59,利用する際は鍵を管理している地元町内会への連絡が必要です,広岡住宅の住民のための集会所,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,
馬渡地区集会所,石川県輪島市門前町馬渡11の64番地,石川県,輪島市,37.217076,136.737132,,,,,,927-2324,2.00002E+12,輪島市,施設老朽化のため、閉鎖中。,,,現在、利用休止中,,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,
地原地区集会所,石川県輪島市門前町地原92番地,石川県,輪島市,37.270324,136.843259,,,,,,927-2134,2.00002E+12,輪島市,通常は施錠、必要時のみ開錠。,,,地原地区住民が管理（通常時は閉館）,地原地区住民以外の方で施設を利用したい方は、輪島市地域振興課へ連絡してください,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,
輪島市文化会館,石川県輪島市河井町20部1番地1,石川県,輪島市,37.388742,136.905952,0768-22-7666,,bunka@city.wajima.lg.jp,,,928-0001,2.00002E+12,輪島市,火・水・木・金・土・日曜日、祝日,9:00,22:00,毎週月曜日、12/29～1/3は休館;施設管理の関係で臨時休館あり,"大ホール（1,196席）;ホワイエ（世界最長の漆パネル「潮の奏」あり）;展示室;楽屋×3;練習室×3;駐車場（96台収容）;館内には輪島市教育委員会・輪島商工会議所・ロータリークラブ・青年会議所・商店連盟・生命保険会社等入居",有,有（２台）,無,有,スロープ有;エレベータ有,有,無,有,無,無,有,有,無,無,無,無,無,https://www.city.wajima.ishikawa.jp/docs/2013030700015/
輪島市門前会館,石川県輪島市門前町走出6の92番地2,石川県,輪島市,37.287798,136.767771,0768-42-0916,,ko-monzen@po.city.wajima.ishikawa.jp,,,927-2151,2.00002E+12,輪島市,火・水・木・金・土・日曜日、祝日,9:00,22:00,月曜日及び12/29～1/3は休館;施設利用者がいない場合は、平日の17:00以降及び土・日・祝日は施錠,101会議室、102会議室、調理実習室、201会議室、202会議室、和室、大集会室があり、料金は条例にて規定;門前公民館として利用する場合は利用規定（利用可能日・利用可能時間・料金等）が異なります,有,有,無,無,スロープ有;エレベータ有,有,無,有,無,無,有,無,無,有,有,無,有,
輪島市立図書館,石川県輪島市河井町20部1番地1,石川県,輪島市,37.388742,136.905952,0768-22-2926,,lib@city.wajima.lg.jp,,,928-0001,2.00002E+12,輪島市,火・水・木・金・土・日曜日、祝日,9:30,18:00,火～金曜日は9:30～18:00、土・日・祝日は9:30～17:00開館;月曜、第4木曜、年末年始、蔵書点検期間は休館,複写サービス;インターネット検索;新聞雑誌閲覧;DVD視聴;学習室利用;web予約;電子図書館,有,有,無,有,スロープ有,有,読上げ支援有,有,無,有,有,無,無,無,無,有,有,https://www.city.wajima.ishikawa.jp/docs/lib/
輪島市立門前図書館,石川県輪島市門前町走出2の2番地,石川県,輪島市,37.288457,136.76936,0768-42-0129,,mlib@city.wajima.lg.jp,,,927-2151,2.00002E+12,輪島市,火・水・木・金・土・日曜日、祝日,9:30,18:00,火～金曜日は9:30～18:00、土・日・祝日は9:30～17:00開館;月曜、第4木曜、年末年始、蔵書点検期間は休館,複写サービス;インターネット検索;新聞雑誌閲覧;DVD視聴;学習室利用;ラジオ体操(毎日);web予約;電子図書館,有,有,無,有,無,有,無,有,無,有,有,無,無,有,無,無,有,https://www.city.wajima.ishikawa.jp/docs/lib/
輪島市立図書館 町野分館,石川県輪島市町野町粟蔵川原田22番地1,石川県,輪島市,37.423364,137.08813,0768-32-0316,,,,,928-0215,2.00002E+12,輪島市,火・水・木・金・土曜日,9:30,17:00,火～金曜日は9:30～17:00、土曜日は13:00～17:00開館;日曜、月曜、祝日、年末年始は休館,新聞雑誌閲覧;web予約;電子図書館,有,無,無,無,スロープ有,無,無,有,無,有,無,無,無,無,無,無,有,https://www.city.wajima.ishikawa.jp/docs/lib/
石川県輪島漆芸美術館,石川県輪島市水守町四十苅11番地,石川県,輪島市,37.3898,136.891931,0768-22-9788,,urushiart@titan.ocn.ne.jp,https://www.art.city.wajima.ishikawa.jp/contact/,https://ja-jp.facebook.com/urushiart/,928-0063,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,9:00,17:00,12/29～12/31、展示替え期間は休館;最終入館は16:30まで,常時全室で漆芸品を展示している、全国的にも珍しい漆芸専門の美術館です;四季折々の展覧会のほか、輪島塗の歴史と文化を常時ご紹介しています,有,有（２台）,無,有,エレベータ有,有,無,有,無,無,有,有,無,無,無,無,無,https://www.art.city.wajima.ishikawa.jp/
一本松総合運動公園体育館 サン・アリーナ,石川県輪島市杉平町1字12番地,石川県,輪島市,37.387464,136.913939,0768-23-0101,,,https://mqhb.f.msgs.jp/webapp/form/22736_mqhb_1/index.do?f_code=mss-7460&f_name=%E8%BC%AA%E5%B3%B6%E5%B8%82%E4%BD%93%E8%82%B2%E6%96%BD%E8%A8%AD,,928-0011,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,9:00,21:30,月～金曜日・祝日は9:00～21:30、土曜日は9:00～19:00、日曜日は9:00～17:30;毎月第1・第3水曜日、12/29～1/1は休館,"バレーボール2面;バスケットボール2面;バドミントン8面;卓球8台;フットサル2面;トランポリン4台;ソフトテニス2面;テニス2面;ランニングコース;ミーティングルーム;健康相談室;トレーニングルーム;託児所;観覧席1,208席",有,有,無,有,スロープ有,有,無,有,無,有,有,無,無,無,有,無,無,https://shisetsu.mizuno.jp/mss-7460
一本松総合運動公園市民温水プール サン・プルル,石川県輪島市杉平町1字12番地,石川県,輪島市,37.386722,136.914099,0768-23-0101,,,https://mqhb.f.msgs.jp/webapp/form/22736_mqhb_1/index.do?f_code=mss-7460&f_name=%E8%BC%AA%E5%B3%B6%E5%B8%82%E4%BD%93%E8%82%B2%E6%96%BD%E8%A8%AD,,928-0011,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,10:00,20:30,月～金曜日は10:00～20:30、土曜日・祝日は10:00～18:30、日曜日は10:00～17:00;毎月第1・第3水曜日、12/29～1/1は休館,25m×7コース;幼児用プール;軽運動室,有,有,無,有,スロープ有,無,無,有,無,有,有,無,無,無,有,無,無,https://shisetsu.mizuno.jp/mss-7460
輪島市一本松ゲートボール場,石川県輪島市河井町9部30番地,石川県,輪島市,37.391225,136.911888,0768-23-1176,,shougai@city.wajima.lg.jp,,,928-0001,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,7:00,17:30,利用開始及び終了時刻は、実際には日の出から日没まで;12/29～1/3は利用休止,利用希望者は、輪島市教育委員会生涯学習課まで,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,有,https://www.city.wajima.ishikawa.jp/shougai/wajimasports/establish/ipponmatu_gateball.html
輪島市鳳至体育センター,石川県輪島市鳳至町石浦町83番地1,石川県,輪島市,37.398486,136.896899,0768-22-7620,,ko-fugeshi@po.city.wajima.ishikawa.jp,,,928-0076,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,9:00,21:30,月曜日は17:00まで;12/29～1/3は休館;施設利用者がいない場合、平日の17:00以降及び土・日・祝日は施錠,体育館があり、料金は条例にて規定;鳳至公民館として利用する場合は利用規定（利用料金等）が異なります,無,無,無,有,スロープ有,無,無,有,無,有,無,無,無,無,無,無,無,
輪島市総合体育館,石川県輪島市稲舟町歌波93番地,石川県,輪島市,37.39332,136.918874,0768-22-5071,,,,,928-0004,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,9:00,21:30,12/29～1/3は休館,バレーボール2面;バスケットボール2面;バドミントン6面;観覧席350席,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,有,https://www.city.wajima.ishikawa.jp/shougai/wajimasports/establish/wajima_staikukan.html
輪島市輪島野球場,石川県輪島市稲舟町歌波30番地2,石川県,輪島市,37.39289,136.920612,0768-22-5071,,,,,928-0004,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,7:00,21:30,利用開始及び終了時刻は、実際には日の出から21:30まで;12/29～1/3は利用休止,両翼90m;中堅115m;観覧席・夜間照明あり,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,有,https://www.city.wajima.ishikawa.jp/shougai/wajimasports/establish/wajima_baseballfield.html
輪島市輪島武道館,石川県輪島市稲舟町上野50番地,石川県,輪島市,37.39144,136.920198,,,,,,928-0004,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,9:00,21:30,12/29～1/3は休館,柔剣道場1室,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,
輪島市マリンタウン競技場,石川県輪島市マリンタウン3番1,石川県,輪島市,37.395613,136.907887,0768-22-0350,,,,,928-0008,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,7:00,21:00,利用開始及び終了時刻は、実際には日の出から21:00まで;12/29～1/3及び積雪時は利用休止,全天候型400mトラック;サッカー1面（人工芝）;グラウンドゴルフ場1面;夜間照明あり,有,無,無,有,スロープ有,有,無,有,無,無,有,無,無,無,有,無,有,
輪島市三井スキー場　管理棟,石川県輪島市三井町漆原字前田池35番地,石川県,輪島市,37.310658,136.901472,0768-23-1176,,shougai@city.wajima.lg.jp,,,929-2377,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,7:00,21:30,4/1～11/30は利用休止;積雪量及び天候に応じて休止の場合あり,コース1面（最大滑走距離50m、最大斜度12度）;シュレップリフト1台;休憩小屋・夜間照明あり,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,https://www.city.wajima.ishikawa.jp/shougai/wajimasports/establish/mii_ski.html
輪島市ソフトボール場,石川県輪島市三井町漆原丑1番地,石川県,輪島市,37.299763,136.927414,0768-23-1176,,shougai@city.wajima.lg.jp,,,929-2377,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,7:00,17:30,利用開始及び終了時刻は、実際には日の出から日没まで;12/29～1/3及び積雪時は利用休止,運動広場;ソフトボール4面,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,有,https://www.city.wajima.ishikawa.jp/shougai/wajimasports/establish/wajima_softball.html
輪島市町野テニスコート,石川県輪島市町野町東大野出村109番地,石川県,輪島市,37.439601,137.078723,0768-32-1040,,machino-sc@bz04.plala.or.jp,https://machino-sc.wixsite.com/machino-top/form,https://www.facebook.com/machinosportsclub,928-0233,2.00002E+12,輪島市,月・火・水・木・金・土・日曜日、祝日,7:00,21:00,利用開始及び終了時刻は、実際には日の出から21:00まで;12/29～1/3は利用休止,全天候型テニスコート4面;夜間照明あり,無,無,無,有,無,無,無,有,無,有,有,有,無,有,無,無,無,https://www.city.wajima.ishikawa.jp/shougai/wajimasports/establish/matino_tennis.html
